test_index,cid,description,ground_truth,generated,word_length,word_bucket,token_length,token_bucket,bertzct,bertz_bucket,maccs,valid
2810,53355455,"The molecule is a lignan with a dibenzocyclooctadiene skeleton isolated from Kadsura ananosma It has a role as a plant metabolite. It is an acetate ester, an aromatic ether, a lignan, an organic heterotetracyclic compound, an oxacycle and a butyrate ester.",CCCC(=O)O[C@@H]1[C@@H]([C@@H]([C@H](C2=CC(=C(C(=C2C3=C(C4=C(C=C13)OCO4)OC)OC)OC)OC)OC(=O)C)C)C,CCCC(=O)O[C@@H]1[C@@H]([C@@H]((C(=C2C3=C(C(=C(C=C(C4=C(C=C1)OC)OC)OC)OC)OCO4)OC(=O)CC)C)C,41,1-64,78,65-96,1253.6049836069722,>800,,False
2811,9802841,"The molecule is an aromatic amide resulting from the formal condensation of the carboxy group of 8-methoxy-2-(trifluoromethyl)quinoline-5-carboxylic acid with the primary amino group of 3,5-dichloropyridin-4-amine 1-oxide. It is a potent inhibitor of phosphodiesterase IV (PDE4). It has a role as a phosphodiesterase IV inhibitor. It is a member of pyridine N-oxides, a chloropyridine, a monocarboxylic acid amide, a member of quinolines, an aromatic ether, an aromatic amide and an organofluorine compound.",COC1=C2C(=C(C=C1)C(=O)N=C3C(=CN(C=C3Cl)O)Cl)C=CC(=N2)C(F)(F)F,COC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C3N2(F)F)Cl)OC(=O)CCC,71,65-96,157,129-160,1133.8134891415386,>800,,False
2812,5291,"The molecule is a benzamide obtained by formal condensation of the carboxy group of 4-[(4-methylpiperazin-1-yl)methyl]benzoic acid with the primary aromatic amino group of 4-methyl-N(3)-[4-(pyridin-3-yl)pyrimidin-2-yl]benzene-1,3-diamine. Used (as its mesylate salt) for treatment of chronic myelogenous leukemia and gastrointestinal stromal tumours. It has a role as an apoptosis inducer, a tyrosine kinase inhibitor and an antineoplastic agent. It is a N-methylpiperazine, a member of pyridines, a member of benzamides, an aromatic amine and a member of pyrimidines. It derives from a benzamide.",CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=C(N4)C5=CN=CC=C5,80,65-96,185,>160,1350.5562649808833,>800,0.9444444444444444,True
2813,11065764,"The molecule is a tetracyclic sesquiterpene lactone obtained by formal epoxidation of the 4-methylene group of pentalenolactone E. It has a role as a bacterial metabolite. It is a sesquiterpene lactone, an organic heterotricyclic compound, a spiro-epoxide and an alpha,beta-unsaturated monocarboxylic acid. It is a conjugate acid of a pentalenolactone F(1-).",CC1(C[C@H]2C=C([C@H]3[C@]2(C1)[C@@]4(CO4)C(=O)OC3)C(=O)O)C,CC1(C[C@H]2C=C([C@H]3[C@]2(C1C)C(=C)C(=O)O3)C(=O)O)C,51,1-64,115,97-128,556.6111814666549,300-800,0.6086956521739131,True
2814,440405,The molecule is a beta-D-Gal-(1->3)-D-GalNAc having beta-configuration at the reducing end anomeric centre. It has a role as an epitope. It is a beta-D-Galp-(1->3)-D-GalpNAc and a D-Galp-(1->3)-D-GalpNAc.,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,27,1-64,82,65-96,477.8093794712674,300-800,1.0,True
2815,122198227,"The molecule is a branched beta-D-glucan that consists of a beta-1,3-linked nonaglucan backbone with a beta-1,6-glucotetraose branch at the 6-O-position of the nonaglucan central sugar unit.",C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)O)O)O)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O)O)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O)O)O)O)O)O,26,1-64,66,65-96,3801.9885586676687,>800,1.0,True
2816,9679,The molecule is an aminoimidazole in which the amino group is at C-5 with a carboxamido group at C-4. It has a role as a mouse metabolite. It is an aminoimidazole and a monocarboxylic acid amide.,C1=NC(=C(N1)C(=O)N)N,C1=NC(=C(N1)CC(=O)N,36,1-64,63,1-64,228.22643653531688,100-300,,False
2817,169569,"The molecule is the hexahydrate form of trisodium phosphonoformate. It is used as an antiviral agent in the treatment of cytomegalovirus retinitis (CMV retinitis, an inflamation of the retina that can lead to blindness) and as an alternative to ganciclovir for AIDS patients who require concurrent antiretroviral therapy but are unable to tolerate ganciclovir due to haematological toxicity. It has a role as an antiviral drug. It is a hydrate and a one-carbon compound. It contains a trisodium phosphonoformate.",C(=O)([O-])P(=O)([O-])[O-].O.O.O.O.O.O.[Na+].[Na+].[Na+],C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],79,65-96,133,129-160,133.19136469282626,100-300,0.9130434782608695,True
2818,129011042,The molecule is a beta-D-galactoside that is the methyl glycoside of a disaccharide consisting of a 3-O-sulfo-beta-D-glucuronic acid residue linked (1->3) to beta-D-galactose. It is a beta-D-galactoside and a disaccharide derivative. It is a conjugate acid of a beta-D-GlcA3S-(1->3)-beta-D-Gal-OMe(2-).,CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)OS(=O)(=O)O)O)O,CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)C(=O)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)C(=O)O)O)OS(=O)O)O,39,1-64,117,97-128,653.1218352035182,300-800,,False
2819,14490,"The molecule is an omega-hydroxy fatty acid comprising hexanoic acid having a hydroxy group at the 6-position. It has a role as a bacterial xenobiotic metabolite. It is a 6-hydroxy monocarboxylic acid, an omega-hydroxy fatty acid, a medium-chain fatty acid and a straight-chain fatty acid. It derives from a hexanoic acid. It is a conjugate acid of a 6-hydroxyhexanoate.",C(CCC(=O)O)CCO,C(CCC(=O)O)CCO,59,1-64,104,97-128,80.37215811651096,<100,1.0,True
2820,24892749,The molecule is a poly(glycerol phosphate) macromolecule having alpha-D-glucosyl residues at the secondary hydroxy groups on the repeating units. It is a poly(glycerol phosphate) macromolecule and a glycopolymer macromolecule.,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC(COP(=O)(O)O)COP(=O)(O)OCC(CO)O)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC(CO)O)OP(=O)(O)O)O)O)O,29,1-64,63,1-64,596.774552740694,300-800,0.9534883720930233,True
2821,44593590,"The molecule is a quassinoid isolated from Quassia indica and has been shown to exhibit antimalarial and antineoplastic activity. It has a role as a metabolite, an antimalarial and an antineoplastic agent. It is a delta-lactone, a cyclic ether, an enone, an organic heteropentacyclic compound, a quassinoid, a secondary alcohol, a tetrol and a secondary alpha-hydroxy ketone.",CC1=CC(=O)[C@H]([C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)O)(OC5)C)O)O)C)O,CC1=CC(=O)[C@H]([C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)C)(OC5)C)O)O)C)O,57,1-64,103,97-128,808.0273996751813,>800,0.9777777777777777,True
2822,44237331,The molecule is a monocarboxylic acid anion that is the conjugate base of 16-feruloyloxypalmitic acid obtained by deprotonation of the carboxy group. It is a conjugate base of a 16-feruloyloxypalmitic acid.,COC1=C(C=CC(=C1)/C=C/C(=O)OCCCCCCCCCCCCCCCC(=O)[O-])O,COC1=C(C=CC(=C1)/C=C/C(=O)OCCCCCCCCCCCCCCC(=O)[O-])O,31,1-64,70,65-96,682.8947178928076,300-800,1.0,True
2823,86289735,"The molecule is a hydroxy monocarboxylic acid anion that is the conjugate base of monacolin L acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a monacolin L acid.",C[C@@H]1CC[C@@H]2[C@H]([C@H](C=CC2=C1)C)CC[C@H](C[C@H](CC(=O)[O-])O)O,C[C@@H]1C[C@@H]([C@@H]2[C@H]([C@H](C=CC2=C1)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O,39,1-64,67,65-96,467.9900711382637,300-800,0.9487179487179487,True
2824,3316,The molecule is an arenecarboxamide that is salicylamide in which the phenolic hydroxy group has been converted into the corresponding hexyl ether. It has been used as a topical antifungal agent. It has a role as an antifungal agent. It is an arenecarboxamide and an aromatic ether. It derives from a salicylamide.,CCCCCCOC1=CC=CC=C1C(=O)N,CCCCCOCCCOC1=C(C=C(C1)O)NC(=O,52,1-64,82,65-96,336.4594083146761,300-800,,False
2825,7009580,The molecule is a peptide zwitterion obtained by transfer of a proton from the carboxy to the amino terminus of Met-Ala. It is a tautomer of a Met-Ala.,C[C@@H](C(=O)[O-])NC(=O)[C@H](CCSC)[NH3+],C[C@@H](C(=O)[O-])NC(=O)[C@H](CCC[NH2+]1,28,1-64,48,1-64,210.76307262668402,100-300,,False
2826,92751,"The molecule is a nucleoside formed by attaching orotic acid to a ribose ring via a beta-N(1)-glycosidic bond. It has a role as a bacterial metabolite, a fungal metabolite and a plant metabolite. It is a pyrimidinemonocarboxylic acid, a member of uridines and a nucleoside.",C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,45,1-64,83,65-96,634.8801416309132,300-800,0.9827586206896551,True
2827,28241,"The molecule is a member of the class of aminoacridines that is acridine which is substituted by a methoxy group at position 2, chlorine at position 6, and a {3-[(2-chloroethyl)amino]propyl}amino group at position 9. It has a role as a mutagen. It is a member of aminoacridines, a secondary amino compound, an organochlorine compound and an aromatic ether. It is a conjugate base of an acridine half-mustard(2+).",COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCNCCCl,COC1=CC=CC2=C1Cl)C3=CC(=C(C3)N=C2Cl)O,67,65-96,117,97-128,870.0319874567303,>800,,False
2828,3085232,The molecule is an iminium ion that is the cationic component of alcian yellow. It has a role as a histological dye and a fluorochrome. It is an iminium ion and a member of benzothiazoles.,CC1=CC2=C(C=C1CSC(=[N+](C)C)N(C)C)N=C(S2)C3=CC=C(C=C3)N=NC4=CC=C(C=C4)C5=NC6=C(S5)C=C(C(=C6)CSC(=[N+](C)C)N(C)C)C,C1=CC=C2C(=C1)C(=[N+](C3=C(C=C3)N=CC4=CC=CC=C4)N,35,1-64,54,1-64,2143.0282304531306,>800,,False
2829,443588,"The molecule is a member of the class of thiazolidines that is (4R)-3-methyl-1,3-thiazolidine-4-carboxylic acid which is substituted at position 2 by a (4R)-2-(2-hydroxyphenyl)-4,5-dihydro-1,3-thiazol-4-yl group. A siderophore that is produced by Pseudomonas aeruginosa (via condensation of salicylic acid and two molecules of cysteine) as a mixture of two easily interconvertible diastereoisomers, pyochelin I (major) and pyochelin II (minor). The enantiomeric compounds, enant-pyochelin, are produced by Pseudomonas fluorescens. It has a role as a siderophore and a metabolite. It is a member of phenols, a monocarboxylic acid and a member of thiazolidines.",CN1[C@@H](CSC1[C@H]2CSC(=N2)C3=CC=CC=C3O)C(=O)O,C[C@H]1[C@@H](CS[C@H](S1)C(C)C(=O)C3=CC=CC=C2)C(=O)OCC4=CC=CC=C4)O,90,65-96,216,>160,593.3367814181435,300-800,,False
2830,5320844,"The molecule is a quercetin O-glucoside that is quercetin with a beta-D-glucosyl residue attached at position 4'. It has a role as a plant metabolite, an antioxidant and an antineoplastic agent. It is a beta-D-glucoside, a monosaccharide derivative, a quercetin O-glucoside, a tetrahydroxyflavone and a member of flavonols. It derives from a beta-D-glucose.",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,53,1-64,118,97-128,1250.2041776678586,>800,1.0,True
2831,439701,"The molecule is a hydroxyindole that is indoxyl in which the hydrogen attached to the nitrogen is replaced by an acetyl group. It is a N-acylindole, a member of acetamides, a member of hydroxyindoles and a heteroaryl hydroxy compound.",CC(=O)N1C=C(C2=CC=CC=C21)O,CC(=O)NC1=CC=C2C=C1O,39,1-64,64,1-64,470.7295233824124,300-800,,False
2832,10343070,"The molecule is a pentahydroxyflavone that is flavone substituted with hydroxy groups at positions 3, 5, 7, 3' and 4' and prenyl groups at positions 6 and 5'. Isolated from Broussonetia papyrifera, it exhibits inhibitory activity against phospholipase A2 and tyrosinase. It has a role as a metabolite, an EC 3.1.1.4 (phospholipase A2) inhibitor and an EC 1.14.18.1 (tyrosinase) inhibitor. It is a member of flavonols, a pentahydroxyflavone and a 3'-hydroxyflavonoid.",CC(=CCC1=C(C(=CC(=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)O)O)O)C,CC(=CCC1=C(C(=C(C=C1)C2=C(C(=O)C3=CC(=C(C=C3O2)O)O)C4=C(C=C(C=C4)O)O)O)O)C,71,65-96,151,129-160,1318.8405598590905,>800,0.975,True
2833,3081355,"The molecule is a secondary carboxamide resulting from the formal condensation of the carboxy group of 5-(4-chloro-3-methylphenyl)-1-(4-methylbenzyl)-1H-pyrazole-3-carboxylic acid with the amino group of (1S,2S,4R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-amine. A potent and selective cannabinoid receptor type 2 (CB2 receptor) inverse agonist (Ki = 0.6 nM). It has a role as a CB2 receptor antagonist and an EC 2.3.1.26 (sterol O-acyltransferase) inhibitor. It is a member of pyrazoles, a secondary carboxamide, a member of monochlorobenzenes and a bridged compound.",CC1=CC=C(C=C1)CN2C(=CC(=N2)C(=O)N[C@H]3[C@]4(CC[C@H](C4)C3(C)C)C)C5=CC(=C(C=C5)Cl)C,CC1=CC=CC=C1CC(=O)N2CCN=C2[C@H]3[C@@H](C(=O)NC4=CC=C3)C)(C(=O)C5=C(C=C4)Cl,73,65-96,191,>160,1238.0067940971328,>800,,False
2834,25203730,"The molecule is a 2-acyl-4,6-diprenylphloroglucinol in which the acyl group is specified as isobutyryl. It has a role as an agrochemical and an insecticide.",CC(C)C(=O)C1=C(C(=C(C(=C1O)CC=C(C)C)O)CC=C(C)C)O,CC(C)C(=O)OC1=C(C(=C(C1=O)O)CC)C,24,1-64,54,1-64,639.0757791485884,300-800,0.6388888888888888,True
2835,256420,"The molecule is a methoxyflavone that is flavone substituted by methoxy groups at positions 5, 6, 7, 8, 2', 4' and 5'. It has a role as a plant metabolite. It derives from a flavone.",COC1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC)OC,COC1=CC(=C(C=C1OC)OC)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,35,1-64,54,1-64,1164.3260363466936,>800,1.0,True
2836,193962,"The molecule is an aminopyrimidine that consists of 2,6-diaminopyrimidine bearing a bromo substituent at position 5, a 4-cyano-2,6-dimethylphenoxy substituent at position 4 and having a 4-cyanophenyl substituent attached to the 2-amino group. NNRTI of HIV-1, binds directly to RT and blocks RNA-dependent and DNA-dependent DNA polymerase activities It has a role as a HIV-1 reverse transcriptase inhibitor and an antiviral agent. It is a dinitrile, an organobromine compound, an aminopyrimidine and an aromatic ether.",CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,CC1=CC(=CC(=C1)NC2=NC3=C(C=C2)C=C(N=C3N)C)Br#N,74,65-96,148,129-160,1106.1535757595157,>800,,False
2837,131801258,The molecule is an inositol-1-phospho-N-(2-hydroxyhexacosanoyl)phytosphingoid(1-) in which the sphingoid base portion contains 18 carbons. It is a conjugate base of a N-(2-hydroxyhexacosanoyl)phytosphingosine-1-phospho-(1D-myo-inositol).,CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)N[C@@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O)O,CCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)N[C@@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O)O,22,1-64,95,65-96,1140.4729198310397,>800,1.0,True
2838,86289131,"The molecule is a 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate in which the phosphatidyl acyl groups at positions 1 and 2 are specified as stearoyl and oleoyl respectively. It derives from an octadecanoic acid and an oleic acid. It is a conjugate acid of a 1-stearoyl-2-oleoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate(5-).",CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCCCCCC/C=C\\CCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCCCCCC/C=C\\CCCCCCCC,43,1-64,131,129-160,1458.1482125356422,>800,1.0,True
2839,16724520,"The molecule is an azaarene that is benzo[c]cinnoline with methoxy substituents at positions 1 and 10. It is isolated from Streptomyces sp. strain 4849 with pharmaceutical potential as an inhibitor of interleukin-4 receptor (IL-4). It has a role as a metabolite and an antimicrobial agent. It is an azaarene, an aromatic ether and an organic heterotricyclic compound.",COC1=CC=CC2=C1C3=C(C=CC=C3OC)N=N2,COC1=CC=C(C=C1)C=C3C=C(C=C(C(=C3OC2)OC)C,57,1-64,100,97-128,662.6377987571719,300-800,,False
2840,70679036,"The molecule is an L-alpha-amino acid consisting of L-lysine, to the epsilon amino group of which is attached a glycylglycine dipeptide through an isopeptide bond.",C(CCNC(=O)CNC(=O)CN)C[C@@H](C(=O)O)N,C(CCN)C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,25,1-64,49,1-64,295.60226679448715,100-300,0.9444444444444444,True
2841,52947716,"The molecule is an oligomycin with formula C45H74011. An inhibitor of mitochondrial F1FO ATP synthase that induces apoptosis in a variety of cell types and exhibits antifungal, antitumour, and nematicidal activities, but its clinical application has been limited by poor solubility in water and other biocompatible solvents. It has a role as an EC 3.6.3.14 (H(+)-transporting two-sector ATPase) inhibitor, an antineoplastic agent and a nematicide. It is a diketone, a pentol, an antibiotic antifungal agent and an oligomycin.",CC[C@@H]\\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C,CC[C@@H](C)CO[C@H]2[C@H]([C@H](C([C@@H](O2)CC[C@@H]([C@@H](O3)C[C@](C)O)C)C(=O)O/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C[C@@H](C(=O)N[C@@H](C7=CC=CC=C6C1=O)O)O)C)O)O)C)O)O)C,78,65-96,144,129-160,1387.443847095123,>800,,False
2842,51548329,"The molecule is a monocarboxylic acid anion that is the conjugate base of valerenic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a valerenic acid.",C[C@@H]1CC[C@H](C2=C(CC[C@H]12)C)/C=C(\\C)/C(=O)[O-],CC(C)CCC(=O)[O-],36,1-64,63,1-64,389.7260003888405,300-800,0.42857142857142855,True
2843,121225546,The molecule is a galactosylceramide sulfate(1-) in which the ceramide N-acyl group is specified as stearoyl. It is a conjugate base of a 1-(3-O-sulfo-beta-D-galactosyl)-N-stearoylsphingosine.,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OS(=O)(=O)[O-])O)[C@@H](/C=C/CCCCCCCCCCCCC)O,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OS(=O)(=O)[O-])O)[C@@H](/C=C/CCCCCCCCCCCCCCCCCCC)O,24,1-64,74,65-96,1046.4994051494468,>800,1.0,True
2844,21125391,"The molecule is a lignan with a dibenzocyclooctadiene skeleton isolated from Kadsura interior and has been shown to exhibit anti-HIV activity. It has a role as a metabolite and an anti-HIV agent. It is a lignan, an oxacycle, an aromatic ether, a benzoate ester and an organic heteropentacyclic compound.",C[C@H]1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4[C@@H]([C@H]1C)OC(=O)C6=CC=CC=C6)OCO5)OC)OC)OCO3,C[C@H]1[C@@H]([C@@H](C2=CC3=C(C(=C2C4=C(C(=CC5=C(C(=CC5=C1)OC)OC)OC)OC)OCO4)O)OC)OC6=CC=CC=C9)C,49,1-64,88,65-96,1366.5549907629681,>800,,False
2845,441765,The molecule is an anthocyanin cation that is malvidin carrying two beta-D-glucosyl residues at positions 3 and 5. It has a role as a biological pigment and a metabolite. It is an anthocyanin cation and a beta-D-glucoside. It derives from a malvidin.,COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,42,1-64,75,65-96,1504.3600662091999,>800,,False
2846,124202403,"The molecule is an unsaturated fatty acyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of 8,9-epoxy-(5Z,11Z,14Z)-icosatrienoic acid. It is a long-chain fatty acyl-CoA and an unsaturated fatty acyl-CoA. It derives from an 8,9-EET. It is a conjugate acid of an 8,9-epoxy-(5Z,11Z,14Z)-icosatrienoyl-CoA(4-).",CCCCC/C=C\\C/C=C\\CC1C(O1)C/C=C\\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O,CCCCC/C=C\\C/C=C\\CC1C(O1)C/C=C\\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O,51,1-64,134,129-160,2263.6717208740884,>800,1.0,True
2847,136165269,The molecule is the organophosphate oxoanion and tetracarboxylic acid anion formed from tatiopterin by loss of a proton from the phospho group and from each of the four carboxy groups; major microspecies present at pH 7.3. It is an organophosphate oxoanion and a tetracarboxylic acid anion. It is a conjugate base of a tatiopterin.,C[C@H](C1=CN=C2C(=N1)C(=O)NC(=N2)N)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])O)O)O)O)O,C1=C(C=C([C@@H](C1=O)OC(=O)NC(CN2)([O-])OP(=O)([O-])[O-])O)NC(=O)[O-])CCC(=O)[O-],54,1-64,97,97-128,2412.4328393008996,>800,,False
2848,102304306,"The molecule is a member of the class of isocoumarins that is 1H-isochromen-1-one substituted by a 2-oxopropyl group at position 3 and by hydroxy groups at positions 6 and 8. It has a role as an Aspergillus metabolite. It is a hexaketide, a member of isocoumarins, a methyl ketone and a member of phenols.",CC(=O)CC1=CC2=CC(=CC(=C2C(=O)O1)O)O,CC(=O)CC(=O)CC1=CC2=CC(=CC(=C2C(=O)O1)O)O,54,1-64,94,65-96,653.7289546388681,300-800,0.967741935483871,True
